District,Soil_Type,Season,Crop_Name,Avg_Temperature_C,Total_Rainfall_mm,Avg_Humidity_Percent,Sunlight_Hours_Per_Day,Yield_kg_per_hectare,Avg_Market_Price_LKR_per_kg
Kandy,Reddish Brown Earths,Yala,Sweet Potato,25.4,1795,78,6.2,16414,105.29
Colombo,Red-Yellow Podzolic Soils,Maha,Manioc,27.7,2652,85,6.1,35703,91.94
Vavuniya,Reddish Brown Earths,Yala,Sweet Potato,28.7,1154,77,7.3,21840,99.79
Jaffna,Regosols,Maha,Rubber,33.3,851,73,8.0,197,948.01
Trincomalee,Reddish Brown Earths,Maha,Chili,31.6,1631,70,8.4,13354,403.17
Ampara,Alluvial Soils,Maha,Manioc,31.5,1771,76,8.0,38389,84.42
Ampara,Alluvial Soils,Yala,Cabbage,32.4,1134,80,8.0,27125,137.66
Kurunegala,Reddish Brown Earths,Maha,Maize,27.6,2127,70,6.1,7562,137.16
Colombo,Latosols,Maha,Cabbage,29.4,2616,85,6.1,20006,189.23
Anuradhapura,Reddish Brown Earths,Yala,Beans,26.5,1087,60,7.5,13438,237.86
Matara,Red-Yellow Podzolic Soils,Maha,Banana,30.9,2825,82,6.0,20158,163.11
Kandy,Reddish Brown Earths,Maha,Papaya,27.4,2220,80,6.7,40774,130.33
Monaragala,Reddish Brown Earths,Maha,Maize,32.5,1793,78,7.4,7982,126.11
Jaffna,Regosols,Maha,Sweet Potato,34.3,931,77,8.9,20562,107.36
Kurunegala,Alluvial Soils,Yala,Cabbage,32.6,1537,73,6.8,24817,144.08
Anuradhapura,Reddish Brown Earths,Yala,Beans,30.3,1309,64,8.3,11136,266.36
Matara,Red-Yellow Podzolic Soils,Maha,Brinjal,30.7,2457,79,6.9,26391,156.73
Trincomalee,Reddish Brown Earths,Maha,Pumpkin,27.2,1970,67,8.2,26349,93.17
Monaragala,Reddish Brown Earths,Maha,Mango,32.2,2118,69,6.7,13033,316.4
Colombo,Latosols,Yala,Mango,27.1,1667,77,5.9,10802,322.79
Matale,Reddish Brown Earths,Yala,Tea,23.7,1391,78,7.1,1866,639.36
Puttalam,Regosols,Yala,Tomato,28.2,754,84,7.2,18656,173.35
Hambantota,Reddish Brown Earths,Maha,Paddy,30.3,1164,73,7.6,6723,108.24
Anuradhapura,Reddish Brown Earths,Maha,Brinjal,29.1,1698,73,8.1,20081,179.86
Kegalle,Red-Yellow Podzolic Soils,Yala,Paddy,30.3,2597,89,5.0,3459,124.34
Kurunegala,Alluvial Soils,Yala,Paddy,31.9,1261,81,7.3,4485,122.96
Badulla,Red-Yellow Podzolic Soils,Yala,Rubber,22.6,1369,75,5.4,1300,759.59
Trincomalee,Alluvial Soils,Yala,Manioc,30.4,1311,71,8.2,18962,83.3
Polonnaruwa,Alluvial Soils,Maha,Coconut,26.9,1800,72,7.7,11793,92.38
Gampaha,Alluvial Soils,Maha,Sweet Potato,28.9,2758,82,6.9,26399,111.9
Puttalam,Regosols,Maha,Potato,30.3,1520,83,8.0,26151,197.35
Matara,Red-Yellow Podzolic Soils,Yala,Banana,28.7,1667,81,6.4,14840,150.93
Mullaitivu,Latosols,Yala,Carrot,28.5,1338,73,8.0,24780,189.16
Ratnapura,Red-Yellow Podzolic Soils,Maha,Brinjal,28.5,4182,92,5.3,18819,186.19
Jaffna,Calcic Red Latosols,Maha,Chili,31.1,794,74,7.8,17142,364.33
Gampaha,Alluvial Soils,Maha,Beans,29.4,2932,82,6.1,19140,271.51
Anuradhapura,Alluvial Soils,Maha,Maize,33.9,1668,73,7.0,8573,144.43
Vavuniya,Reddish Brown Earths,Maha,Pumpkin,28.6,1635,67,7.8,28610,105.45
Ratnapura,Red-Yellow Podzolic Soils,Maha,Potato,25.8,4207,84,5.9,28440,184.45
Ratnapura,Red-Yellow Podzolic Soils,Yala,Potato,29.2,3161,84,5.7,19060,184.6
Puttalam,Regosols,Maha,Chili,27.5,1625,78,7.6,13487,396.15
Trincomalee,Reddish Brown Earths,Yala,Carrot,33.1,1118,70,8.0,22368,181.79
Colombo,Latosols,Yala,Brinjal,30.0,1627,76,6.9,24073,185.51
Polonnaruwa,Alluvial Soils,Maha,Tomato,29.8,1953,68,7.3,22515,160.02
Batticaloa,Alluvial Soils,Yala,Brinjal,29.0,1346,71,8.0,13505,184.46
Batticaloa,Alluvial Soils,Maha,Tomato,31.6,1929,72,7.6,24090,156.74
Matara,Red-Yellow Podzolic Soils,Maha,Coconut,27.1,2629,75,6.9,20363,103.53
Puttalam,Regosols,Yala,Manioc,28.6,809,84,7.9,18407,93.99
Kandy,Red-Yellow Podzolic Soils,Maha,Manioc,25.0,2591,82,6.9,25199,83.94
Matara,Alluvial Soils,Maha,Pumpkin,29.2,2532,76,7.0,28617,102.48
Vavuniya,Reddish Brown Earths,Maha,Chili,32.3,1538,69,7.9,12491,425.55
Ratnapura,Red-Yellow Podzolic Soils,Maha,Banana,27.9,4371,92,5.3,19386,157.31
Kegalle,Latosols,Yala,Papaya,30.6,2082,76,5.4,31216,141.71
Mullaitivu,Latosols,Maha,Mango,30.8,2159,80,7.6,14799,287.4
Vavuniya,Reddish Brown Earths,Maha,Manioc,28.5,1883,77,7.9,40416,88.14
Kalutara,Red-Yellow Podzolic Soils,Yala,Mango,30.2,2013,93,6.5,10685,304.3
Puttalam,Regosols,Maha,Mango,29.5,1656,76,7.1,14231,276.21
Mullaitivu,Alluvial Soils,Yala,Brinjal,31.9,1404,82,6.9,14197,166.71
Vavuniya,Reddish Brown Earths,Yala,Papaya,30.2,999,69,6.5,28092,138.01
Ampara,Reddish Brown Earths,Maha,Manioc,29.7,1711,76,8.0,36514,95.16
Kalutara,Red-Yellow Podzolic Soils,Maha,Big Onion,30.5,3864,90,5.1,24677,223.27
Kalutara,Red-Yellow Podzolic Soils,Maha,Paddy,30.5,3688,86,6.0,6667,124.87
Colombo,Red-Yellow Podzolic Soils,Maha,Carrot,30.7,2760,89,6.7,11077,219.67
Colombo,Latosols,Yala,Rubber,28.9,1629,88,6.0,1258,773.14
Kurunegala,Alluvial Soils,Maha,Mango,31.7,2111,74,6.1,15061,286.62
Colombo,Latosols,Yala,Rubber,28.5,1882,86,6.6,1227,797.37
Batticaloa,Regosols,Yala,Manioc,30.3,1386,80,7.0,28725,81.35
Polonnaruwa,Reddish Brown Earths,Maha,Paddy,32.7,1749,76,7.4,7321,123.14
Matara,Alluvial Soils,Yala,Paddy,26.7,1966,76,5.9,5263,110.48
Mannar,Regosols,Yala,Potato,33.6,1016,82,8.9,21059,197.79
Badulla,Red-Yellow Podzolic Soils,Maha,Mango,24.1,2537,83,6.1,5169,336.36
Colombo,Latosols,Maha,Sweet Potato,27.5,2915,83,6.6,23102,107.23
Ampara,Alluvial Soils,Yala,Chili,28.5,1329,69,8.1,6252,428.65
Monaragala,Reddish Brown Earths,Yala,Papaya,26.0,1115,78,7.5,31042,125.06
Anuradhapura,Reddish Brown Earths,Maha,Pumpkin,28.3,1962,74,7.7,24934,98.94
Kandy,Red-Yellow Podzolic Soils,Yala,Tea,20.3,1764,75,6.2,2919,661.03
Mullaitivu,Latosols,Yala,Banana,27.1,1192,77,6.8,13926,157.37
Hambantota,Alluvial Soils,Maha,Maize,29.1,1157,68,7.2,5073,151.15
Kilinochchi,Reddish Brown Earths,Yala,Pumpkin,30.2,852,75,7.9,21532,94.38
Vavuniya,Reddish Brown Earths,Yala,Sweet Potato,29.7,1257,77,7.1,20202,115.88
Trincomalee,Reddish Brown Earths,Yala,Sweet Potato,33.1,1330,72,7.5,14564,100.64
Badulla,Red-Yellow Podzolic Soils,Yala,Paddy,24.5,1316,75,6.3,2934,123.88
Polonnaruwa,Alluvial Soils,Maha,Papaya,27.8,2066,71,6.7,45265,121.21
Nuwara Eliya,Latosols,Maha,Papaya,14.9,2367,79,4.5,10621,163.67
Mannar,Regosols,Yala,Coconut,32.0,799,74,8.0,10369,90.88
Matale,Reddish Brown Earths,Maha,Sweet Potato,22.1,2383,69,6.1,20803,112.24
Jaffna,Calcic Red Latosols,Maha,Paddy,27.4,1127,76,8.5,4540,111.31
Puttalam,Calcic Red Latosols,Maha,Maize,30.7,1614,74,7.5,5899,149.67
Mullaitivu,Latosols,Maha,Brinjal,30.3,1591,74,7.9,17169,184.19
Anuradhapura,Alluvial Soils,Yala,Chili,32.7,1150,73,7.5,10367,425.91
Monaragala,Reddish Brown Earths,Yala,Rubber,25.9,1180,75,7.2,1277,868.05
Ampara,Alluvial Soils,Yala,Coconut,32.6,1244,76,7.4,8767,97.51
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Big Onion,15.4,1587,77,5.0,17070,221.57
Gampaha,Alluvial Soils,Maha,Big Onion,28.7,2478,84,6.2,24398,217.58
Puttalam,Regosols,Maha,Big Onion,29.2,1188,84,7.6,37017,219.62
Galle,Latosols,Yala,Carrot,27.7,2069,85,5.1,9399,214.43
Kilinochchi,Reddish Brown Earths,Yala,Banana,32.8,967,75,7.4,14291,135.69
Mullaitivu,Latosols,Yala,Banana,29.6,1275,70,7.6,14189,153.89
Anuradhapura,Alluvial Soils,Maha,Rubber,32.5,1735,62,8.3,1789,730.59
Matale,Reddish Brown Earths,Maha,Maize,23.8,2188,67,6.1,8487,127.38
Badulla,Red-Yellow Podzolic Soils,Maha,Carrot,24.6,2155,72,5.7,56869,169.28
Kalutara,Red-Yellow Podzolic Soils,Maha,Paddy,27.5,3985,82,5.8,7008,113.69
Ratnapura,Red-Yellow Podzolic Soils,Yala,Big Onion,28.8,2842,83,6.0,17041,262.43
Kegalle,Red-Yellow Podzolic Soils,Maha,Sweet Potato,30.3,4091,84,5.1,18307,118.08
Vavuniya,Reddish Brown Earths,Yala,Chili,28.0,1219,72,7.7,9072,412.54
Puttalam,Regosols,Maha,Pumpkin,31.4,1115,83,7.8,27993,96.25
Mannar,Calcic Red Latosols,Maha,Tea,30.5,1551,83,8.2,2214,636.05
Kurunegala,Reddish Brown Earths,Maha,Banana,27.2,1942,71,6.1,26583,137.85
Monaragala,Reddish Brown Earths,Yala,Rubber,29.9,1343,69,6.9,1197,865.42
Galle,Red-Yellow Podzolic Soils,Maha,Potato,29.3,3178,91,6.4,10225,258.67
Hambantota,Reddish Brown Earths,Yala,Cabbage,30.3,800,75,8.0,6992,191.5
Kandy,Reddish Brown Earths,Maha,Big Onion,21.2,2695,73,5.7,24372,232.96
Kegalle,Red-Yellow Podzolic Soils,Yala,Brinjal,30.2,2558,78,5.3,13923,164.19
Batticaloa,Regosols,Yala,Papaya,29.2,1274,75,7.4,31575,124.69
Monaragala,Reddish Brown Earths,Yala,Sweet Potato,27.9,1331,68,7.7,21248,117.97
Matale,Reddish Brown Earths,Maha,Coconut,22.4,2323,67,6.9,10816,90.08
Puttalam,Regosols,Yala,Coconut,30.1,758,80,7.6,12969,106.5
Hambantota,Alluvial Soils,Yala,Carrot,32.2,750,72,8.3,5689,211.85
Polonnaruwa,Alluvial Soils,Maha,Paddy,28.5,1693,74,7.0,7490,109.55
Trincomalee,Alluvial Soils,Yala,Sweet Potato,29.8,1073,77,7.5,14287,108.87
Monaragala,Reddish Brown Earths,Yala,Chili,33.4,1338,74,8.0,6966,402.22
Jaffna,Regosols,Yala,Beans,30.6,649,76,7.7,12652,264.04
Mullaitivu,Latosols,Yala,Papaya,29.5,1218,71,7.3,28288,127.61
Batticaloa,Regosols,Maha,Paddy,31.7,1736,72,7.0,6752,117.66
Vavuniya,Reddish Brown Earths,Maha,Rubber,31.6,1669,71,7.4,1593,794.54
Kurunegala,Reddish Brown Earths,Yala,Carrot,29.7,1288,76,6.1,22822,179.26
Jaffna,Regosols,Maha,Cabbage,31.5,723,67,8.5,4230,170.27
Gampaha,Alluvial Soils,Maha,Chili,27.9,2945,87,6.7,9634,425.42
Kegalle,Latosols,Maha,Mango,28.4,3809,85,6.5,14588,276.27
Kurunegala,Reddish Brown Earths,Maha,Potato,27.4,2225,82,6.0,26231,189.15
Ratnapura,Red-Yellow Podzolic Soils,Maha,Coconut,26.6,5368,80,5.4,13728,94.9
Kurunegala,Reddish Brown Earths,Maha,Chili,27.7,2354,78,6.3,9159,391.31
Gampaha,Alluvial Soils,Yala,Beans,28.3,1772,76,6.2,15354,230.83
Batticaloa,Alluvial Soils,Maha,Papaya,28.0,1995,81,7.2,38719,135.96
Hambantota,Alluvial Soils,Yala,Beans,28.8,856,69,8.5,11205,271.11
Matale,Reddish Brown Earths,Yala,Beans,26.1,1213,79,6.7,12151,252.41
Matale,Reddish Brown Earths,Maha,Sweet Potato,28.7,2305,77,7.4,18581,108.12
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Manioc,17.2,1443,80,5.6,20385,82.85
Batticaloa,Regosols,Yala,Potato,27.3,1487,71,7.1,21475,195.21
Kilinochchi,Reddish Brown Earths,Yala,Pumpkin,31.2,916,66,7.1,19715,100.0
Badulla,Red-Yellow Podzolic Soils,Yala,Coconut,23.2,1674,77,6.2,2794,110.98
Mullaitivu,Latosols,Maha,Papaya,27.8,1807,77,6.7,39337,130.47
Kalutara,Red-Yellow Podzolic Soils,Maha,Rubber,30.9,3062,85,6.0,2907,725.3
Kalutara,Red-Yellow Podzolic Soils,Maha,Brinjal,29.2,3404,89,5.7,27086,156.09
Colombo,Latosols,Yala,Tea,28.8,1941,82,6.2,437,809.54
Kilinochchi,Reddish Brown Earths,Yala,Carrot,29.1,928,67,7.3,23565,166.9
Mullaitivu,Latosols,Yala,Big Onion,29.6,1107,72,7.7,16168,238.97
Mullaitivu,Latosols,Yala,Chili,31.9,1435,80,7.4,6681,428.68
Matara,Alluvial Soils,Maha,Maize,26.5,2921,77,6.7,5327,135.81
Trincomalee,Reddish Brown Earths,Maha,Tea,30.8,1604,74,7.6,2485,635.33
Jaffna,Regosols,Maha,Mango,27.6,856,76,8.9,24437,270.66
Jaffna,Regosols,Maha,Cabbage,33.4,1115,72,8.8,4827,186.89
Mullaitivu,Latosols,Yala,Manioc,31.3,1117,84,7.2,24573,85.24
Kegalle,Red-Yellow Podzolic Soils,Maha,Rubber,24.8,4117,80,6.4,2618,875.84
Vavuniya,Reddish Brown Earths,Yala,Banana,29.7,1159,76,7.6,14943,161.92
Ratnapura,Red-Yellow Podzolic Soils,Yala,Banana,25.6,2930,82,5.7,13407,137.22
Hambantota,Alluvial Soils,Yala,Manioc,32.6,862,68,8.2,29587,82.26
Jaffna,Regosols,Maha,Pumpkin,30.7,819,76,8.8,29820,108.93
Matale,Reddish Brown Earths,Maha,Manioc,26.7,1842,77,7.5,25103,98.01
Vavuniya,Reddish Brown Earths,Yala,Banana,28.6,1273,69,7.7,13636,157.46
Badulla,Red-Yellow Podzolic Soils,Yala,Tomato,23.2,1592,70,5.8,27309,162.56
Batticaloa,Regosols,Maha,Maize,29.1,1800,84,7.6,5054,135.84
Monaragala,Reddish Brown Earths,Maha,Sweet Potato,33.1,1577,69,7.9,29682,104.93
Polonnaruwa,Reddish Brown Earths,Yala,Paddy,31.1,1351,67,7.9,5411,113.84
Badulla,Red-Yellow Podzolic Soils,Maha,Big Onion,18.4,2370,79,5.4,21600,231.9
Badulla,Red-Yellow Podzolic Soils,Yala,Chili,22.2,1394,81,6.4,7253,400.99
Kalutara,Red-Yellow Podzolic Soils,Yala,Banana,26.3,2131,81,5.1,19652,152.43
Trincomalee,Alluvial Soils,Yala,Rubber,29.2,1223,68,8.5,1149,819.02
Ampara,Reddish Brown Earths,Maha,Carrot,28.4,1682,79,7.9,34922,183.12
Hambantota,Reddish Brown Earths,Maha,Sweet Potato,27.2,1284,69,7.2,21651,113.36
Ratnapura,Red-Yellow Podzolic Soils,Yala,Carrot,28.8,3204,94,6.0,21441,176.13
Kurunegala,Reddish Brown Earths,Maha,Sweet Potato,31.3,2390,80,6.7,20980,106.84
Kalutara,Red-Yellow Podzolic Soils,Yala,Big Onion,28.1,2092,88,6.1,16692,260.57
Mullaitivu,Alluvial Soils,Maha,Pumpkin,30.5,1622,71,7.1,25580,108.12
Kilinochchi,Reddish Brown Earths,Yala,Manioc,32.8,970,68,7.6,29541,88.92
Puttalam,Regosols,Yala,Chili,30.0,899,84,7.3,9925,430.93
Matale,Reddish Brown Earths,Yala,Chili,25.1,1503,75,6.0,6567,379.38
Hambantota,Alluvial Soils,Yala,Manioc,30.9,936,70,7.3,29726,82.56
Mannar,Calcic Red Latosols,Yala,Pumpkin,30.6,888,78,8.4,22257,100.46
Trincomalee,Alluvial Soils,Maha,Brinjal,33.0,1961,66,7.9,17369,171.06
Batticaloa,Regosols,Maha,Pumpkin,26.6,1851,72,7.3,29421,93.25
Vavuniya,Reddish Brown Earths,Maha,Maize,30.1,1782,70,6.5,5443,134.91
Vavuniya,Reddish Brown Earths,Yala,Tea,28.7,1109,69,8.0,1560,682.83
Badulla,Red-Yellow Podzolic Soils,Yala,Tea,24.3,1694,83,5.3,3180,647.41
Kurunegala,Alluvial Soils,Maha,Brinjal,28.7,2153,78,7.4,16708,185.56
Trincomalee,Alluvial Soils,Maha,Papaya,32.8,1953,65,7.3,43123,131.6
Kurunegala,Reddish Brown Earths,Maha,Maize,29.6,2179,73,7.4,7945,135.81
Matale,Reddish Brown Earths,Maha,Banana,27.2,2132,73,6.7,18757,151.01
Kurunegala,Reddish Brown Earths,Maha,Beans,32.8,2231,79,6.9,17057,266.24
Monaragala,Reddish Brown Earths,Maha,Potato,33.4,1844,79,7.1,26007,207.34
Anuradhapura,Alluvial Soils,Maha,Beans,30.9,1640,70,8.0,17425,257.9
Ampara,Reddish Brown Earths,Yala,Big Onion,31.3,1308,73,8.3,16284,238.01
Mannar,Calcic Red Latosols,Maha,Papaya,33.0,1221,76,7.8,42457,119.72
Puttalam,Regosols,Yala,Carrot,28.0,869,73,7.2,22740,194.74
Batticaloa,Alluvial Soils,Maha,Pumpkin,32.2,1968,70,7.9,29701,105.69
Kalutara,Red-Yellow Podzolic Soils,Yala,Potato,29.3,2570,85,5.9,8158,237.52
Matara,Alluvial Soils,Yala,Big Onion,30.1,1932,87,6.1,18151,216.59
Kandy,Reddish Brown Earths,Maha,Beans,21.1,2740,81,6.6,24612,240.75
Badulla,Red-Yellow Podzolic Soils,Maha,Brinjal,23.4,2479,75,5.4,18511,168.19
Hambantota,Reddish Brown Earths,Yala,Chili,29.7,822,76,8.1,10443,385.12
Mullaitivu,Alluvial Soils,Yala,Mango,29.8,1238,83,7.4,10173,303.01
Ratnapura,Red-Yellow Podzolic Soils,Maha,Paddy,26.7,4517,84,5.3,4431,126.32
Badulla,Red-Yellow Podzolic Soils,Yala,Tea,18.5,1628,82,5.4,3106,736.87
Mullaitivu,Alluvial Soils,Maha,Sweet Potato,31.6,1763,84,6.5,18222,99.58
Matara,Alluvial Soils,Maha,Rubber,26.3,2529,81,6.8,2583,721.15
Vavuniya,Reddish Brown Earths,Yala,Cabbage,32.1,1039,71,7.7,28808,163.05
Gampaha,Alluvial Soils,Maha,Paddy,28.5,2659,87,6.6,7741,108.43
Kegalle,Latosols,Yala,Carrot,27.9,2724,82,5.8,25666,165.51
Colombo,Red-Yellow Podzolic Soils,Maha,Rubber,27.7,2595,89,6.7,1694,743.2
Monaragala,Reddish Brown Earths,Maha,Pumpkin,32.5,1998,77,6.5,24969,98.23
Kurunegala,Alluvial Soils,Maha,Coconut,31.3,1941,82,6.1,20301,97.43
Kalutara,Red-Yellow Podzolic Soils,Yala,Mango,26.5,2781,85,6.3,9721,276.57
Kalutara,Red-Yellow Podzolic Soils,Yala,Tea,27.7,2617,82,6.3,2445,748.36
Galle,Red-Yellow Podzolic Soils,Yala,Mango,28.8,2142,83,5.4,10202,318.46
Gampaha,Alluvial Soils,Maha,Rubber,30.6,2572,84,6.4,2393,867.79
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Coconut,13.9,1722,75,5.6,1200,129.55
Mannar,Calcic Red Latosols,Yala,Tomato,30.7,798,73,8.3,16837,175.11
Polonnaruwa,Reddish Brown Earths,Maha,Manioc,27.0,1879,74,7.1,23728,81.69
Badulla,Red-Yellow Podzolic Soils,Yala,Papaya,24.3,1670,75,5.3,29343,131.6
Matale,Reddish Brown Earths,Yala,Manioc,24.9,1483,71,7.3,20774,97.88
Kilinochchi,Reddish Brown Earths,Yala,Sweet Potato,29.0,1057,73,7.5,13678,99.76
Kurunegala,Reddish Brown Earths,Yala,Potato,28.3,1309,71,6.6,19241,202.34
Mullaitivu,Latosols,Yala,Pumpkin,27.2,1378,71,7.3,22218,99.62
Galle,Latosols,Yala,Papaya,28.1,2130,87,6.5,28857,120.13
Kurunegala,Reddish Brown Earths,Maha,Banana,31.1,2245,74,7.2,25564,144.85
Hambantota,Reddish Brown Earths,Maha,Manioc,28.0,1284,76,8.4,40062,92.71
Hambantota,Reddish Brown Earths,Maha,Mango,32.0,1243,75,7.3,12665,320.43
Matale,Reddish Brown Earths,Yala,Big Onion,29.1,1409,75,7.0,28042,247.09
Kilinochchi,Reddish Brown Earths,Maha,Sweet Potato,29.6,1539,71,7.5,20023,106.88
Mullaitivu,Latosols,Yala,Rubber,32.9,1041,81,7.6,1330,804.53
Ampara,Reddish Brown Earths,Yala,Brinjal,32.4,1152,76,7.5,14463,167.62
Nuwara Eliya,Latosols,Maha,Beans,15.2,2917,76,5.2,26310,263.16
Batticaloa,Regosols,Yala,Sweet Potato,26.6,1394,79,7.7,18917,110.91
Hambantota,Reddish Brown Earths,Yala,Maize,27.3,807,75,7.8,3816,153.1
Polonnaruwa,Alluvial Soils,Maha,Chili,29.3,2155,78,6.9,9646,383.08
Matara,Alluvial Soils,Yala,Beans,28.4,1643,88,5.6,12925,235.11
Kurunegala,Reddish Brown Earths,Maha,Mango,31.1,1844,84,6.1,15025,311.6
Anuradhapura,Alluvial Soils,Yala,Pumpkin,33.1,1251,72,7.3,21609,97.37
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Pumpkin,14.0,1704,84,5.3,20841,109.39
Anuradhapura,Alluvial Soils,Maha,Pumpkin,32.3,1553,64,8.3,26384,107.67
Vavuniya,Reddish Brown Earths,Maha,Big Onion,31.7,1569,68,8.0,24955,259.61
Trincomalee,Reddish Brown Earths,Yala,Tomato,31.8,1185,68,8.1,18043,172.09
Kurunegala,Reddish Brown Earths,Maha,Coconut,26.7,2071,77,7.1,18946,93.24
Matale,Reddish Brown Earths,Maha,Coconut,25.4,1903,77,7.5,10511,107.5
Kandy,Red-Yellow Podzolic Soils,Maha,Big Onion,23.8,2413,78,6.4,24985,241.13
Matale,Reddish Brown Earths,Yala,Maize,22.5,1548,73,6.2,5697,142.64
Galle,Latosols,Maha,Carrot,26.8,3074,80,5.6,11715,228.66
Ratnapura,Red-Yellow Podzolic Soils,Maha,Cabbage,23.5,4441,82,5.1,39253,151.57
Jaffna,Calcic Red Latosols,Yala,Banana,28.5,834,66,8.9,13946,148.42
Batticaloa,Regosols,Yala,Brinjal,32.9,1293,79,7.5,12865,173.04
Matara,Alluvial Soils,Yala,Rubber,29.8,1658,76,6.0,1817,871.36
Kalutara,Red-Yellow Podzolic Soils,Maha,Brinjal,26.3,4029,86,6.0,24613,174.02
Anuradhapura,Reddish Brown Earths,Maha,Potato,26.9,1808,67,7.7,6541,227.15
Gampaha,Alluvial Soils,Maha,Banana,26.2,2871,89,6.4,29326,143.63
Hambantota,Alluvial Soils,Yala,Sweet Potato,28.3,878,70,8.5,15443,107.68
Batticaloa,Regosols,Yala,Pumpkin,26.6,1160,79,7.0,20745,105.75
Kandy,Red-Yellow Podzolic Soils,Maha,Maize,24.7,2657,80,5.6,7210,133.35
Monaragala,Reddish Brown Earths,Maha,Rubber,31.9,1729,79,7.4,1578,789.64
Kalutara,Red-Yellow Podzolic Soils,Yala,Carrot,28.0,2594,94,5.7,8116,210.66
Puttalam,Calcic Red Latosols,Maha,Coconut,28.4,1289,76,7.2,17956,105.1
Batticaloa,Alluvial Soils,Yala,Big Onion,27.2,1310,71,7.6,17044,244.27
Jaffna,Regosols,Yala,Banana,30.9,685,65,7.8,12988,164.99
Ratnapura,Red-Yellow Podzolic Soils,Yala,Banana,25.2,2997,80,5.1,14444,135.55
Kandy,Red-Yellow Podzolic Soils,Maha,Beans,22.8,2240,77,6.0,26827,252.15
Kilinochchi,Reddish Brown Earths,Yala,Maize,31.9,1178,66,7.5,4343,144.24
Kegalle,Red-Yellow Podzolic Soils,Maha,Pumpkin,28.1,4072,77,6.5,25308,97.3
Polonnaruwa,Reddish Brown Earths,Yala,Tea,27.1,1253,72,7.0,250,810.81
Colombo,Latosols,Yala,Tea,28.3,1661,87,6.2,447,820.24
Anuradhapura,Alluvial Soils,Maha,Pumpkin,31.7,1694,62,8.3,27638,106.32
Monaragala,Reddish Brown Earths,Yala,Papaya,28.0,1414,66,6.7,30548,119.6
Galle,Red-Yellow Podzolic Soils,Yala,Tomato,28.2,1915,83,5.2,15586,150.59
Batticaloa,Alluvial Soils,Yala,Potato,29.4,1308,70,7.8,20300,202.09
Batticaloa,Regosols,Yala,Papaya,28.1,1323,82,7.1,30435,130.14
Batticaloa,Alluvial Soils,Yala,Banana,32.0,1353,83,7.4,12457,158.97
Jaffna,Regosols,Maha,Paddy,29.7,977,72,8.7,4126,131.94
Kegalle,Red-Yellow Podzolic Soils,Yala,Manioc,25.3,2078,87,6.5,20401,83.38
Colombo,Red-Yellow Podzolic Soils,Maha,Rubber,29.9,2696,89,5.9,1596,732.13
Vavuniya,Reddish Brown Earths,Yala,Papaya,31.4,972,76,7.8,30571,124.84
Gampaha,Alluvial Soils,Yala,Chili,28.0,1828,77,6.3,6904,371.67
Ratnapura,Red-Yellow Podzolic Soils,Maha,Sweet Potato,24.7,5230,81,5.5,19636,108.06
Kegalle,Latosols,Maha,Cabbage,24.7,4020,78,6.1,35629,142.8
Mannar,Regosols,Maha,Beans,27.5,1324,76,8.3,17572,273.98
Kilinochchi,Reddish Brown Earths,Yala,Rubber,29.3,1096,66,7.9,1120,759.01
Badulla,Red-Yellow Podzolic Soils,Yala,Pumpkin,19.3,1554,73,5.2,19382,90.53
Anuradhapura,Alluvial Soils,Yala,Paddy,31.3,1039,71,7.2,5376,117.95
Matara,Red-Yellow Podzolic Soils,Yala,Beans,30.1,1833,89,7.0,12059,260.35
Badulla,Red-Yellow Podzolic Soils,Maha,Coconut,22.7,2032,81,5.5,4429,114.71
Polonnaruwa,Alluvial Soils,Maha,Maize,30.9,1987,67,7.3,8516,137.83
Galle,Latosols,Maha,Cabbage,27.8,2903,80,6.3,14754,185.81
Mullaitivu,Alluvial Soils,Yala,Cabbage,31.8,1109,70,6.7,25503,146.17
Batticaloa,Regosols,Yala,Tea,27.2,1255,77,7.2,1602,705.57
Hambantota,Alluvial Soils,Yala,Manioc,27.8,867,73,7.3,30419,87.83
Polonnaruwa,Reddish Brown Earths,Yala,Mango,26.8,1325,78,6.7,15108,295.44
Ampara,Alluvial Soils,Maha,Tomato,28.7,1758,75,7.5,23477,156.92
Kurunegala,Alluvial Soils,Maha,Beans,30.3,2282,72,6.1,15705,229.15
Polonnaruwa,Reddish Brown Earths,Yala,Sweet Potato,33.5,1316,79,7.3,24266,111.0
Matale,Reddish Brown Earths,Maha,Mango,26.1,2295,79,6.1,14589,317.73
Matara,Alluvial Soils,Maha,Cabbage,27.8,2752,89,6.2,12760,165.75
Galle,Latosols,Maha,Tea,29.8,3144,81,5.5,3696,716.33
Kalutara,Red-Yellow Podzolic Soils,Maha,Sweet Potato,29.0,3964,81,5.4,18549,111.94
Jaffna,Regosols,Yala,Paddy,29.4,617,70,8.5,2960,108.92
Kurunegala,Reddish Brown Earths,Maha,Chili,30.8,2191,71,6.8,9807,380.8
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Pumpkin,15.2,2231,76,5.8,28980,106.91
